Date,RIC,Currency,Price to Earning,0
2024-11-27,AIXGn.DE,EUR,13.0612683346028,
2024-11-27,PAFR.L,GBp,11.2425484029549,
2024-11-27,TPE.WA,PLN,,
2024-11-27,TPRO.MI,EUR,37.4903623747109,
2024-11-27,ZAB.WA,PLN,31.536746790164,
2024-11-28,AIXGn.DE,EUR,13.154039960157,
2024-11-28,PAFR.L,GBp,10.7185216874687,
2024-11-28,TPE.WA,PLN,,
2024-11-28,TPRO.MI,EUR,37.3939861218196,
2024-11-28,ZAB.WA,PLN,33.7831999861757,
2024-11-29,AIXGn.DE,EUR,13.3493486455343,
2024-11-29,PAFR.L,GBp,10.8550992420929,
2024-11-29,TPE.WA,PLN,,
2024-11-29,TPRO.MI,EUR,37.5867386276022,
2024-11-29,ZAB.WA,PLN,33.3511897561734,
2024-12-02,AIXGn.DE,EUR,13.6569598250034,
2024-12-02,PAFR.L,GBp,11.0973385491761,
2024-12-02,TPE.WA,PLN,,
2024-12-02,TPRO.MI,EUR,37.2654844512979,
2024-12-02,ZAB.WA,PLN,33.4375918021739,
2024-12-03,AIXGn.DE,EUR,13.5055955938361,
2024-12-03,PAFR.L,GBp,11.672967224952,
2024-12-03,TPE.WA,PLN,,
2024-12-03,TPRO.MI,EUR,37.6188640452326,
2024-12-03,ZAB.WA,PLN,34.042406124177,
2024-12-04,AIXGn.DE,EUR,13.9255092673971,
2024-12-04,PAFR.L,GBp,11.4361515336073,
2024-12-04,TPE.WA,PLN,,
2024-12-04,TPRO.MI,EUR,37.9722436391673,
2024-12-04,ZAB.WA,PLN,34.2152102161779,
2024-12-05,AIXGn.DE,EUR,14.0475771957579,
2024-12-05,PAFR.L,GBp,11.9272171126248,
2024-12-05,TPE.WA,PLN,,
2024-12-05,TPRO.MI,EUR,37.5546132099717,
2024-12-05,ZAB.WA,PLN,35.2520347681833,
2024-12-06,AIXGn.DE,EUR,14.3991328294369,
2024-12-06,PAFR.L,GBp,11.6921577812438,
2024-12-06,TPE.WA,PLN,,
2024-12-06,TPRO.MI,EUR,37.650989462863,
2024-12-06,ZAB.WA,PLN,35.4593996785844,
2024-12-09,AIXGn.DE,EUR,14.853225522939,
2024-12-09,PAFR.L,GBp,12.2489033001822,
2024-12-09,TPE.WA,PLN,,
2024-12-09,TPRO.MI,EUR,37.2333590336674,
2024-12-09,ZAB.WA,PLN,34.6299400369801,
2024-12-10,AIXGn.DE,EUR,14.8971699771489,
2024-12-10,PAFR.L,GBp,11.9522539484909,
2024-12-10,TPE.WA,PLN,,
2024-12-10,TPRO.MI,EUR,38.0364944744282,
2024-12-10,ZAB.WA,PLN,33.8350412137759,
2024-12-11,AIXGn.DE,EUR,14.921583562821,
2024-12-11,PAFR.L,GBp,12.0770183919844,
2024-12-11,TPE.WA,PLN,,
2024-12-11,TPRO.MI,EUR,38.0686198920586,
2024-12-11,ZAB.WA,PLN,34.0907912699373,
2024-12-12,AIXGn.DE,EUR,14.5407316263354,
2024-12-12,PAFR.L,GBp,11.7042201492491,
2024-12-12,TPE.WA,PLN,,
2024-12-12,TPRO.MI,EUR,38.4219994859933,
2024-12-12,ZAB.WA,PLN,34.4571359449792,
2024-12-13,AIXGn.DE,EUR,14.5163180406633,
2024-12-13,PAFR.L,GBp,11.5005991765484,
2024-12-13,TPE.WA,PLN,,
2024-12-13,TPRO.MI,EUR,39.3536365972758,
2024-12-13,ZAB.WA,PLN,34.6472204461802,
2024-12-16,AIXGn.DE,EUR,14.4967871721255,
2024-12-16,PAFR.L,GBp,11.307817716552,
2024-12-16,TPE.WA,PLN,,
2024-12-16,TPRO.MI,EUR,38.4541249036238,
2024-12-16,ZAB.WA,PLN,34.9064265841815,
2024-12-17,AIXGn.DE,EUR,14.4772563035878,
2024-12-17,PAFR.L,GBp,11.2082804757096,
2024-12-17,TPE.WA,PLN,,
2024-12-17,TPRO.MI,EUR,37.4903623747109,
2024-12-17,ZAB.WA,PLN,35.2174739497831,
2024-12-18,AIXGn.DE,EUR,14.9606452998965,
2024-12-18,PAFR.L,GBp,10.730713719246,
2024-12-18,TPE.WA,PLN,,
2024-12-18,TPRO.MI,EUR,38.0043690567977,
2024-12-18,ZAB.WA,PLN,34.9323471979816,
2024-12-19,AIXGn.DE,EUR,13.7741450362298,
2024-12-19,PAFR.L,GBp,10.6214283558728,
2024-12-19,TPE.WA,PLN,,
2024-12-19,TPRO.MI,EUR,36.5908506810589,
2024-12-19,ZAB.WA,PLN,34.3016122621784,
2024-12-20,AIXGn.DE,EUR,13.8815648131872,
2024-12-20,PAFR.L,GBp,10.6963379899443,
2024-12-20,TPE.WA,PLN,,
2024-12-20,TPRO.MI,EUR,37.2333590336674,
2024-12-20,ZAB.WA,PLN,33.7417270040955,
2024-12-23,AIXGn.DE,EUR,14.9606452998965,
2024-12-23,PAFR.L,GBp,10.5111963934626,
2024-12-23,TPE.WA,PLN,,
2024-12-23,TPRO.MI,EUR,36.751477769211,
2024-12-23,ZAB.WA,PLN,33.7831999861757,
2024-12-24,PAFR.L,GBp,10.5341794864795,
2024-12-27,AIXGn.DE,EUR,14.8922872600145,
2024-12-27,PAFR.L,GBp,10.5807007546603,
2024-12-27,TPE.WA,PLN,,
2024-12-27,TPRO.MI,EUR,36.976355692624,
2024-12-27,ZAB.WA,PLN,33.4375918021739,
2024-12-30,AIXGn.DE,EUR,14.8629909572079,
2024-12-30,PAFR.L,GBp,10.2630800478448,
2024-12-30,TPE.WA,PLN,,
2024-12-30,TPRO.MI,EUR,36.9121048573632,
2024-12-30,ZAB.WA,PLN,33.264787710173,
2024-12-31,PAFR.L,GBp,10.6006668020013,
2025-01-02,AIXGn.DE,EUR,14.5553797777387,
2025-01-02,PAFR.L,GBp,10.8714954123664,
2025-01-02,TPE.WA,PLN,,
2025-01-02,TPRO.MI,EUR,36.976355692624,
2025-01-02,ZAB.WA,PLN,35.4075584509841,
2025-01-03,AIXGn.DE,EUR,14.2624167496729,
2025-01-03,PAFR.L,GBp,10.7381009051223,
2025-01-03,TPE.WA,PLN,,
2025-01-03,TPRO.MI,EUR,36.6551015163197,
2025-01-03,ZAB.WA,PLN,35.770447044186,
2025-01-06,AIXGn.DE,EUR,14.7360403117127,
2025-01-06,PAFR.L,GBp,10.5286521459737,
2025-01-06,TPRO.MI,EUR,39.4178874325366,
2025-01-07,AIXGn.DE,EUR,15.4391515790707,
2025-01-07,PAFR.L,GBp,10.5685367578108,
2025-01-07,TPE.WA,PLN,,
2025-01-07,TPRO.MI,EUR,42.3734258545361,
2025-01-07,ZAB.WA,PLN,37.1528797801932,
2025-01-08,AIXGn.DE,EUR,14.9411144313588,
2025-01-08,PAFR.L,GBp,10.4287299043177,
2025-01-08,TPE.WA,PLN,,
2025-01-08,TPRO.MI,EUR,39.6427653559496,
2025-01-08,ZAB.WA,PLN,37.8613765573969,
2025-01-09,AIXGn.DE,EUR,14.8092810687291,
2025-01-09,PAFR.L,GBp,10.9868499061183,
2025-01-09,TPE.WA,PLN,,
2025-01-09,TPRO.MI,EUR,38.9360061680802,
2025-01-09,ZAB.WA,PLN,38.276106378199,
2025-01-10,AIXGn.DE,EUR,14.6139723833519,
2025-01-10,PAFR.L,GBp,10.8523943121292,
2025-01-10,TPE.WA,PLN,,
2025-01-10,TPRO.MI,EUR,38.4219994859933,
2025-01-10,ZAB.WA,PLN,38.8117990634018,
2025-01-13,AIXGn.DE,EUR,13.5641881994492,
2025-01-13,PAFR.L,GBp,11.0745231203511,
2025-01-13,TPE.WA,PLN,,
2025-01-13,TPRO.MI,EUR,37.5224877923413,
2025-01-13,ZAB.WA,PLN,38.3452280149994,
2025-01-14,AIXGn.DE,EUR,13.4958301595672,
2025-01-14,PAFR.L,GBp,11.3441604411029,
2025-01-14,TPE.WA,PLN,,
2025-01-14,TPRO.MI,EUR,37.5224877923413,
2025-01-14,ZAB.WA,PLN,38.2933867873991,
2025-01-15,AIXGn.DE,EUR,14.0231636100857,
2025-01-15,PAFR.L,GBp,11.5486429474992,
2025-01-15,TPE.WA,PLN,,
2025-01-15,TPRO.MI,EUR,37.6831148804934,
2025-01-15,ZAB.WA,PLN,39.0537247922031,
2025-01-16,AIXGn.DE,EUR,13.7057869963477,
2025-01-16,PAFR.L,GBp,11.3514189050226,
2025-01-16,TPE.WA,PLN,,
2025-01-16,TPRO.MI,EUR,40.4780262143408,
2025-01-16,ZAB.WA,PLN,39.5289360452056,
2025-01-17,AIXGn.DE,EUR,13.8083240561708,
2025-01-17,PAFR.L,GBp,11.3708738061685,
2025-01-17,TPE.WA,PLN,,
2025-01-17,TPRO.MI,EUR,41.3775379079928,
2025-01-17,ZAB.WA,PLN,42.7603725656224,
2025-01-20,AIXGn.DE,EUR,13.6276635221968,
2025-01-20,PAFR.L,GBp,11.3837383543825,
2025-01-20,TPE.WA,PLN,,
2025-01-20,TPRO.MI,EUR,40.6707787201234,
2025-01-20,ZAB.WA,PLN,41.4729820802157,
2025-01-21,AIXGn.DE,EUR,13.6471943907346,
2025-01-21,PAFR.L,GBp,12.0676141104905,
2025-01-21,TPE.WA,PLN,,
2025-01-21,TPRO.MI,EUR,40.7671549730147,
2025-01-21,ZAB.WA,PLN,40.8681677582125,
2025-01-22,AIXGn.DE,EUR,13.866916661784,
2025-01-22,PAFR.L,GBp,11.8785581180329,
2025-01-22,TPE.WA,PLN,,
2025-01-22,TPRO.MI,EUR,42.2770496016448,
2025-01-22,ZAB.WA,PLN,41.9049923102179,
2025-01-23,AIXGn.DE,EUR,13.4274721196852,
2025-01-23,PAFR.L,GBp,11.7303737577999,
2025-01-23,TPE.WA,PLN,,
2025-01-23,TPRO.MI,EUR,41.7309175019275,
2025-01-23,ZAB.WA,PLN,40.9286491904128,
2025-01-24,AIXGn.DE,EUR,13.583719067987,
2025-01-24,PAFR.L,GBp,12.0818565636448,
2025-01-24,TPE.WA,PLN,,
2025-01-24,TPRO.MI,EUR,41.5702904137754,
2025-01-24,ZAB.WA,PLN,41.2656171698146,
2025-01-27,AIXGn.DE,EUR,12.8268979121502,
2025-01-27,PAFR.L,GBp,11.3123077131161,
2025-01-27,TPE.WA,PLN,,
2025-01-27,TPRO.MI,EUR,40.0603957851452,
2025-01-27,ZAB.WA,PLN,41.161934714614,
2025-01-28,AIXGn.DE,EUR,12.7585398722681,
2025-01-28,PAFR.L,GBp,11.3853809486782,
2025-01-28,TPE.WA,PLN,,
2025-01-28,TPRO.MI,EUR,38.7432536622976,
2025-01-28,ZAB.WA,PLN,40.8249667352123,
2025-01-29,AIXGn.DE,EUR,12.9684967090486,
2025-01-29,PAFR.L,GBp,11.4061174873577,
2025-01-29,TPE.WA,PLN,,
2025-01-29,TPRO.MI,EUR,38.2934978154716,
2025-01-29,ZAB.WA,PLN,41.1273738962139,
2025-01-30,AIXGn.DE,EUR,13.1735708286948,
2025-01-30,PAFR.L,GBp,12.3261480271095,
2025-01-30,TPE.WA,PLN,,
2025-01-30,TPRO.MI,EUR,38.4862503212542,
2025-01-30,ZAB.WA,PLN,41.6112253538164,
2025-01-31,AIXGn.DE,EUR,13.1979844143669,
2025-01-31,PAFR.L,GBp,12.2250008970094,
2025-01-31,TPE.WA,PLN,,
2025-01-31,TPRO.MI,EUR,39.2572603443845,
2025-01-31,ZAB.WA,PLN,40.3324750730097,
2025-02-03,AIXGn.DE,EUR,12.7438917208648,
2025-02-03,PAFR.L,GBp,12.6527336197204,
2025-02-03,TPE.WA,PLN,,
2025-02-03,TPRO.MI,EUR,38.4862503212542,
2025-02-03,ZAB.WA,PLN,39.7881421832069,
2025-02-04,AIXGn.DE,EUR,13.1393918087537,
2025-02-04,PAFR.L,GBp,12.5589744661582,
2025-02-04,TPE.WA,PLN,,
2025-02-04,TPRO.MI,EUR,39.8676432793626,
2025-02-04,ZAB.WA,PLN,40.0646287304083,
2025-02-05,AIXGn.DE,EUR,13.3493486455343,
2025-02-05,PAFR.L,GBp,12.8637817319418,
2025-02-05,TPE.WA,PLN,,
2025-02-05,TPRO.MI,EUR,40.1888974556669,
2025-02-05,ZAB.WA,PLN,39.0882856106033,
2025-02-06,AIXGn.DE,EUR,13.0807992031406,
2025-02-06,PAFR.L,GBp,12.6363719871876,
2025-02-06,TPE.WA,PLN,,
2025-02-06,TPRO.MI,EUR,38.8075044975585,
2025-02-06,ZAB.WA,PLN,39.8399834108072,
2025-02-07,AIXGn.DE,EUR,12.9684967090486,
2025-02-07,PAFR.L,GBp,12.9017566462519,
2025-02-07,TPE.WA,PLN,,
2025-02-07,TPRO.MI,EUR,39.1930095091236,
2025-02-07,ZAB.WA,PLN,39.5548566590057,
2025-02-10,AIXGn.DE,EUR,13.1442745258882,
2025-02-10,PAFR.L,GBp,11.6827127251627,
2025-02-10,TPE.WA,PLN,,
2025-02-10,TPRO.MI,EUR,40.1888974556669,
2025-02-10,ZAB.WA,PLN,40.773125507612,
2025-02-11,AIXGn.DE,EUR,13.3981758168786,
2025-02-11,PAFR.L,GBp,11.5406892598086,
2025-02-11,TPE.WA,PLN,,
2025-02-11,TPRO.MI,EUR,40.7350295553842,
2025-02-11,ZAB.WA,PLN,40.574400801811,
2025-02-12,AIXGn.DE,EUR,13.0612683346028,
2025-02-12,PAFR.L,GBp,11.1253603703713,
2025-02-12,TPE.WA,PLN,,
2025-02-12,TPRO.MI,EUR,40.2852737085582,
2025-02-12,ZAB.WA,PLN,39.226528884204,
2025-02-13,AIXGn.DE,EUR,13.30052147419,
2025-02-13,PAFR.L,GBp,10.0372334729942,
2025-02-13,TPE.WA,PLN,,
2025-02-13,TPRO.MI,EUR,39.8676432793626,
2025-02-13,ZAB.WA,PLN,38.6217145622008,
2025-02-14,AIXGn.DE,EUR,13.1686881115603,
2025-02-14,PAFR.L,GBp,10.0673891378254,
2025-02-14,TPE.WA,PLN,,
2025-02-14,TPRO.MI,EUR,40.0282703675148,
2025-02-14,ZAB.WA,PLN,38.7426774266015,
2025-02-17,AIXGn.DE,EUR,13.3200523427277,
2025-02-17,PAFR.L,GBp,9.69797229253609,
2025-02-17,TPE.WA,PLN,,
2025-02-17,TPRO.MI,EUR,40.0282703675148,
2025-02-17,ZAB.WA,PLN,39.9177452522076,
2025-02-18,AIXGn.DE,EUR,13.617898087928,
2025-02-18,PAFR.L,GBp,9.70294646293128,
2025-02-18,TPE.WA,PLN,,
2025-02-18,TPRO.MI,EUR,40.0603957851452,
2025-02-18,ZAB.WA,PLN,40.0819091396084,
2025-02-19,AIXGn.DE,EUR,13.6374289564657,
2025-02-19,PAFR.L,GBp,9.89651407466568,
2025-02-19,TPE.WA,PLN,,
2025-02-19,TPRO.MI,EUR,41.0562837316885,
2025-02-19,ZAB.WA,PLN,39.3474917486046,
2025-02-20,AIXGn.DE,EUR,13.4567684224917,
2025-02-20,PAFR.L,GBp,10.0048321045694,
2025-02-20,TPE.WA,PLN,,
2025-02-20,TPRO.MI,EUR,40.7029041377538,
2025-02-20,ZAB.WA,PLN,39.7190205464065,
2025-02-21,AIXGn.DE,EUR,13.5739536337181,
2025-02-21,PAFR.L,GBp,9.98904882999472,
2025-02-21,TPE.WA,PLN,,
2025-02-21,TPRO.MI,EUR,40.5744024672321,
2025-02-21,ZAB.WA,PLN,39.235169088804,
2025-02-24,AIXGn.DE,EUR,13.8132067733052,
2025-02-24,PAFR.L,GBp,10.084369722293,
2025-02-24,TPE.WA,PLN,,
2025-02-24,TPRO.MI,EUR,40.3495245438191,
2025-02-24,ZAB.WA,PLN,38.4057094471997,
2025-02-25,AIXGn.DE,EUR,13.5934845022558,
2025-02-25,PAFR.L,GBp,9.81538715457732,
2025-02-25,TPE.WA,PLN,,
2025-02-25,TPRO.MI,EUR,39.450012850167,
2025-02-25,ZAB.WA,PLN,39.2438092934041,
2025-02-26,AIXGn.DE,EUR,14.0915216499678,
2025-02-26,PAFR.L,GBp,10.2374114207977,
2025-02-26,TPE.WA,PLN,,
2025-02-26,TPRO.MI,EUR,39.0966332562323,
2025-02-26,ZAB.WA,PLN,40.0300679120081,
2025-02-27,AIXGn.DE,EUR,11.2986074490733,
2025-02-27,PAFR.L,GBp,9.96300160249536,
2025-02-27,TPE.WA,PLN,,
2025-02-27,TPRO.MI,EUR,37.6188640452326,
2025-02-27,ZAB.WA,PLN,39.9177452522076,
2025-02-28,AIXGn.DE,EUR,12.9034653202796,
2025-02-28,PAFR.L,GBp,9.69106175870315,
2025-02-28,TPE.WA,PLN,,
2025-02-28,TPRO.MI,EUR,36.8799794397327,
2025-02-28,ZAB.WA,PLN,39.3993329762049,
2025-03-03,AIXGn.DE,EUR,12.3678097521135,
2025-03-03,PAFR.L,GBp,9.67013561013099,
2025-03-03,TPE.WA,PLN,,
2025-03-03,TPRO.MI,EUR,36.1089694166024,
2025-03-03,ZAB.WA,PLN,38.2933867873991,
2025-03-04,AIXGn.DE,EUR,12.1238478101764,
2025-03-04,PAFR.L,GBp,10.2345735893606,
2025-03-04,TPE.WA,PLN,,
2025-03-04,TPRO.MI,EUR,34.4384476998201,
2025-03-04,ZAB.WA,PLN,37.9132177849971,
2025-03-05,AIXGn.DE,EUR,12.9511970045716,
2025-03-05,PAFR.L,GBp,10.5181138565781,
2025-03-05,TPE.WA,PLN,,
2025-03-05,TPRO.MI,EUR,35.4985864816243,
2025-03-05,ZAB.WA,PLN,38.6303547668009,
2025-03-06,AIXGn.DE,EUR,13.7308145146748,
2025-03-06,PAFR.L,GBp,10.6256408835622,
2025-03-06,TPE.WA,PLN,,
2025-03-06,TPRO.MI,EUR,35.627088152146,
2025-03-06,ZAB.WA,PLN,38.8809207002022,
2025-03-07,AIXGn.DE,EUR,13.2747117536621,
2025-03-07,PAFR.L,GBp,11.1979731750418,
2025-03-07,TPE.WA,PLN,,
2025-03-07,TPRO.MI,EUR,35.2094577229504,
2025-03-07,ZAB.WA,PLN,38.9154815186024,
2025-03-10,AIXGn.DE,EUR,12.6541998578656,
2025-03-10,PAFR.L,GBp,10.4879750646295,
2025-03-10,TPE.WA,PLN,,
2025-03-10,TPRO.MI,EUR,35.3379593934721,
2025-03-10,ZAB.WA,PLN,39.3129309302044,
2025-03-11,AIXGn.DE,EUR,12.4526660797437,
2025-03-11,PAFR.L,GBp,10.6931118043998,
2025-03-11,TPE.WA,PLN,,
2025-03-11,TPRO.MI,EUR,35.0488306347983,
2025-03-11,ZAB.WA,PLN,38.7426774266015,
2025-03-12,AIXGn.DE,EUR,12.5163083254664,
2025-03-12,PAFR.L,GBp,10.2648314790355,
2025-03-12,TPE.WA,PLN,,
2025-03-12,TPRO.MI,EUR,35.7234644050373,
2025-03-12,ZAB.WA,PLN,37.5157683733951,
2025-03-13,AIXGn.DE,EUR,12.2034006173298,
2025-03-13,PAFR.L,GBp,10.6198713125888,
2025-03-13,TPE.WA,PLN,,
2025-03-13,TPRO.MI,EUR,35.8840914931894,
2025-03-13,ZAB.WA,PLN,38.0428208539978,
2025-03-14,AIXGn.DE,EUR,12.2511323016218,
2025-03-14,PAFR.L,GBp,11.2960479003,
2025-03-14,TPE.WA,PLN,,
2025-03-14,TPRO.MI,EUR,36.5587252634284,
2025-03-14,ZAB.WA,PLN,38.5353125162004,
2025-03-17,AIXGn.DE,EUR,12.733752665019,
2025-03-17,PAFR.L,GBp,11.994463355715,
2025-03-17,TPE.WA,PLN,,
2025-03-17,TPRO.MI,EUR,36.6551015163197,
2025-03-17,ZAB.WA,PLN,38.846359881802,
2025-03-18,AIXGn.DE,EUR,13.2163730284163,
2025-03-18,PAFR.L,GBp,12.5469688719293,
2025-03-18,TPE.WA,PLN,,
2025-03-18,TPRO.MI,EUR,38.1649961449499,
2025-03-18,ZAB.WA,PLN,38.5353125162004,
2025-03-19,AIXGn.DE,EUR,12.9405899636179,
2025-03-19,PAFR.L,GBp,12.1645290235469,
2025-03-19,TPE.WA,PLN,,
2025-03-19,TPRO.MI,EUR,37.0727319455153,
2025-03-19,ZAB.WA,PLN,38.7685980404016,
2025-03-20,AIXGn.DE,EUR,12.6595033783425,
2025-03-20,PAFR.L,GBp,12.1885067591078,
2025-03-20,TPE.WA,PLN,,
2025-03-20,TPRO.MI,EUR,36.8799794397327,
2025-03-20,ZAB.WA,PLN,38.0514610585979,
2025-03-21,AIXGn.DE,EUR,12.5163083254664,
2025-03-21,PAFR.L,GBp,11.7224312220624,
2025-03-21,TPE.WA,PLN,,
2025-03-21,TPRO.MI,EUR,36.751477769211,
2025-03-21,ZAB.WA,PLN,37.3688848951943,
2025-03-24,AIXGn.DE,EUR,12.4526660797437,
2025-03-24,PAFR.L,GBp,11.7087222481904,
2025-03-24,TPE.WA,PLN,,
2025-03-24,TPRO.MI,EUR,38.3577486507325,
2025-03-24,ZAB.WA,PLN,38.6735557898011,
2025-03-25,AIXGn.DE,EUR,12.5322188868971,
2025-03-25,PAFR.L,GBp,12.199023224064,
2025-03-25,TPE.WA,PLN,,
2025-03-25,TPRO.MI,EUR,40.0603957851452,
2025-03-25,ZAB.WA,PLN,32.6927222889525,
2025-03-26,AIXGn.DE,EUR,12.0495985234999,
2025-03-26,PAFR.L,GBp,12.1734813523697,
2025-03-26,TPE.WA,PLN,,
2025-03-26,TPRO.MI,EUR,38.7432536622976,
2025-03-26,ZAB.WA,PLN,32.6696233330253,
2025-03-27,AIXGn.DE,EUR,11.89579642967,
2025-03-27,PAFR.L,GBp,12.508504391525,
2025-03-27,TPE.WA,PLN,,
2025-03-27,TPRO.MI,EUR,38.6468774094063,
2025-03-27,ZAB.WA,PLN,33.223998275278,
2025-03-28,AIXGn.DE,EUR,11.206338767674,
2025-03-28,PAFR.L,GBp,12.6773753656779,
2025-03-28,TPE.WA,PLN,,
2025-03-28,TPRO.MI,EUR,37.4582369570804,
2025-03-28,ZAB.WA,PLN,33.0392066278604,
2025-03-31,AIXGn.DE,EUR,10.7502360066612,
2025-03-31,PAFR.L,GBp,12.409406617869,
2025-03-31,TPE.WA,PLN,,
2025-03-31,TPRO.MI,EUR,37.0084811102544,
2025-03-31,ZAB.WA,PLN,31.8534602235979,
2025-04-01,AIXGn.DE,EUR,10.8032712114301,
2025-04-01,PAFR.L,GBp,12.8781327099323,
2025-04-01,TPE.WA,PLN,,
2025-04-01,TPRO.MI,EUR,37.4582369570804,
2025-04-01,ZAB.WA,PLN,32.6465243770982,
2025-04-02,AIXGn.DE,EUR,10.7343254452305,
2025-04-02,PAFR.L,GBp,12.8607110885516,
2025-04-02,TPE.WA,PLN,,
2025-04-02,TPRO.MI,EUR,37.3939861218196,
2025-04-02,ZAB.WA,PLN,32.8159167205642,
2025-04-03,AIXGn.DE,EUR,10.2379159285934,
2025-04-03,PAFR.L,GBp,12.1654709964636,
2025-04-03,TPE.WA,PLN,,
2025-04-03,TPRO.MI,EUR,35.9162169108198,
2025-04-03,ZAB.WA,PLN,32.2769410822631,
2025-04-04,AIXGn.DE,EUR,9.76272049386383,
2025-04-04,PAFR.L,GBp,11.4781252601538,
2025-04-04,TPE.WA,PLN,,
2025-04-04,TPRO.MI,EUR,33.0570547417116,
2025-04-04,ZAB.WA,PLN,31.7225661400105,
2025-04-07,AIXGn.DE,EUR,10.0745674979051,
2025-04-07,PAFR.L,GBp,11.3825543822545,
2025-04-07,TPE.WA,PLN,,
2025-04-07,TPRO.MI,EUR,32.112567463377,
2025-04-07,ZAB.WA,PLN,31.4453786688842,
2025-04-08,AIXGn.DE,EUR,10.3758074609926,
2025-04-08,PAFR.L,GBp,11.6413412753626,
2025-04-08,TPE.WA,PLN,,
2025-04-08,TPRO.MI,EUR,32.8964276535595,
2025-04-08,ZAB.WA,PLN,32.1691459546028,
2025-04-09,AIXGn.DE,EUR,9.78817739215291,
2025-04-09,PAFR.L,GBp,12.2948884929007,
2025-04-09,TPE.WA,PLN,,
2025-04-09,TPRO.MI,EUR,47.8618910606211,
2025-04-09,ZAB.WA,PLN,31.0295974621947,
2025-04-10,AIXGn.DE,EUR,10.1615452337261,
2025-04-10,PAFR.L,GBp,12.7938453950817,
2025-04-10,TPE.WA,PLN,,
2025-04-10,TPRO.MI,EUR,51.8900684591725,
2025-04-10,ZAB.WA,PLN,31.7995626597678,
2025-04-11,AIXGn.DE,EUR,10.3503505627035,
2025-04-11,PAFR.L,GBp,14.05966835042,
2025-04-11,TPE.WA,PLN,,
2025-04-11,TPRO.MI,EUR,52.1381089393789,
2025-04-11,ZAB.WA,PLN,30.5599186916751,
2025-04-14,AIXGn.DE,EUR,10.7290219247537,
2025-04-14,PAFR.L,GBp,14.2962457112643,
2025-04-14,TPE.WA,PLN,,
2025-04-14,TPRO.MI,EUR,54.0728246849886,
2025-04-14,ZAB.WA,PLN,31.6455696202532,
2025-04-15,AIXGn.DE,EUR,10.9040381004911,
2025-04-15,PAFR.L,GBp,14.3257239219417,
2025-04-15,TPE.WA,PLN,,
2025-04-15,TPRO.MI,EUR,56.6028375830936,
2025-04-15,ZAB.WA,PLN,32.1229480427485,
2025-04-16,AIXGn.DE,EUR,10.7184148837999,
2025-04-16,PAFR.L,GBp,14.8758406164505,
2025-04-16,TPE.WA,PLN,,
2025-04-16,TPRO.MI,EUR,53.8247842047822,
2025-04-16,ZAB.WA,PLN,32.2307431704087,
2025-04-17,AIXGn.DE,EUR,10.6706831995078,
2025-04-17,PAFR.L,GBp,14.3036937564578,
2025-04-17,TPE.WA,PLN,9.81362172112287,
2025-04-17,TPRO.MI,EUR,53.3783113404108,
2025-04-17,ZAB.WA,PLN,32.2307431704087,
2025-04-22,AIXGn.DE,EUR,10.8244852933377,
2025-04-22,PAFR.L,GBp,14.4017221503946,
2025-04-22,TPE.WA,PLN,10.5576008590275,
2025-04-22,TPRO.MI,EUR,53.3287032443695,
2025-04-22,ZAB.WA,PLN,32.8313160245157,
2025-04-23,AIXGn.DE,EUR,11.2593739724429,
2025-04-23,PAFR.L,GBp,13.2730375681225,
2025-04-23,TPE.WA,PLN,10.6688142353122,
2025-04-23,TPRO.MI,EUR,55.9083242385157,
2025-04-23,ZAB.WA,PLN,33.5242847023315,
2025-04-24,AIXGn.DE,EUR,11.7526013767939,
2025-04-24,PAFR.L,GBp,13.5402364791886,
2025-04-24,TPE.WA,PLN,10.9794447001074,
2025-04-24,TPRO.MI,EUR,56.2555809108046,
2025-04-24,ZAB.WA,PLN,33.3394930549139,
2025-04-25,AIXGn.DE,EUR,11.9010999501469,
2025-04-25,PAFR.L,GBp,13.3169965722081,
2025-04-25,TPE.WA,PLN,11.3514342690597,
2025-04-25,TPRO.MI,EUR,55.957932334557,
2025-04-25,ZAB.WA,PLN,33.8014721734577,
2025-04-28,AIXGn.DE,EUR,11.8904929091931,
2025-04-28,PAFR.L,GBp,13.3964771188323,
2025-04-28,TPE.WA,PLN,11.2133762847062,
2025-04-28,TPRO.MI,EUR,56.3547971028872,
2025-04-28,ZAB.WA,PLN,34.1864547722443,
2025-04-29,AIXGn.DE,EUR,12.0177774006385,
2025-04-29,PAFR.L,GBp,13.3787800480233,
2025-04-29,TPE.WA,PLN,11.5240067495015,
2025-04-29,TPRO.MI,EUR,56.3051890068459,
2025-04-29,ZAB.WA,PLN,34.1710554682928,
2025-04-30,AIXGn.DE,EUR,12.5322188868971,
2025-04-30,PAFR.L,GBp,13.4044546859906,
2025-04-30,TPE.WA,PLN,11.3322595490106,
2025-04-30,TPRO.MI,EUR,56.0571485266396,
2025-04-30,ZAB.WA,PLN,33.0931041916905,
2025-05-01,PAFR.L,GBp,13.0716348759548,
2025-05-02,AIXGn.DE,EUR,14.6357488360502,
2025-05-02,PAFR.L,GBp,13.3190987455097,
2025-05-02,TPE.WA,PLN,11.55468630158,
2025-05-02,TPRO.MI,EUR,58.5375533287032,
2025-05-02,ZAB.WA,PLN,34.6176352828852,
2025-05-05,AIXGn.DE,EUR,14.6470768150254,
2025-05-05,TPE.WA,PLN,11.5048320294524,
